Radius,Veff10,aoa10,ui10,utan10,cn10,ct10,Veff15,aoa15,ui15,utan15,cn15,ct15,Veff24,aoa24,ui24,utan24,cn24,
1.18423787431,53.5873283,2.8874820291,4.15633159,0.550859764,0.65894079,0.020674865,54.6003976,7.37083062425,4.8311004,0.847673956,1.12431437,0.129124156,57.9391938,18.6988696618,2.22779768,0.876951201,1.08435056,0.19042035
1.2757621233,57.5911826,2.76167839076,4.35156334,0.493722702,0.660870682,0.0211621013,58.5285812,7.02838434982,4.95174665,0.752296402,1.12483024,0.125651634,61.6655876,17.7578381641,2.27828122,0.810520487,1.07474872,0.172041529
1.36691793481,61.5873844,2.74798326134,4.53187554,0.434033226,0.659371005,0.0209359219,62.4690412,6.88965705827,4.98394763,0.657403221,1.11009985,0.121278322,65.3530776,16.8358742435,2.52697558,0.751400572,1.08290137,0.165913713
1.45697134865,65.5342773,2.78924559045,4.822736,0.374253592,0.663889028,0.0216199896,66.3563797,6.81105360861,5.14104265,0.568365655,1.10157469,0.118806171,69.1695613,16.5634143053,2.27494279,0.67464137,1.08482669,0.164111007
1.54519732958,69.4204186,2.80403656468,4.84776192,0.308193776,0.650416518,0.021647604,70.1991165,6.67381743971,5.08704952,0.477524021,1.07412192,0.113869097,72.6866673,15.4464632786,2.87116218,0.613485146,1.12510904,0.182842433
1.63088553582,73.1948523,2.89180943609,4.91290459,0.246412469,0.642642885,0.0228778786,73.9302103,6.63087551347,5.07303887,0.389906813,1.05488155,0.111824695,76.1313484,14.5706853139,3.44444589,0.541296581,1.17144058,0.207996606
1.71334603618,76.8206495,2.97917456781,5.10109169,0.18687627,0.644330996,0.0242700437,77.5085903,6.62343227605,5.16054768,0.302545962,1.04658611,0.111226033,79.535994,14.0850349995,3.73353418,0.463283979,1.19882777,0.219110712
1.79191492409,80.2713611,3.01638529463,5.35172693,0.124085347,0.648950036,0.0249292949,80.9080216,6.57863213309,5.31518182,0.212662044,1.04242852,0.109942241,82.8762592,13.8910403709,3.67765319,0.388001528,1.19733199,0.216974719
1.8659595991,83.5214772,3.06431705874,5.60821787,0.0546456124,0.654882991,0.0257859644,84.1084141,6.5643409614,5.46788239,0.119810991,1.04109715,0.109533108,86.0043594,13.6826471411,3.72925926,0.316149526,1.19315834,0.21416897
1.934883904,86.5425749,3.10628265343,5.88257894,-0.0229608366,0.660060526,0.0265427714,87.0785895,6.54749118938,5.65355898,0.0244618701,1.03952484,0.109051145,88.8963945,13.4689831578,3.86703004,0.244037843,1.18776808,0.211083574
1.99813289841,89.307711,3.13489084867,6.1945169,-0.109347405,0.663580409,0.0270622439,89.789673,6.50945813635,5.91004568,-0.0725802183,1.03596767,0.107965563,91.521414,13.2394128349,4.11828087,0.170422185,1.18242287,0.20784906
2.05519733552,91.7918547,3.12562649355,6.57980742,-0.204333903,0.662441432,0.0268937082,92.2126978,6.40233519677,6.31265401,-0.169811077,1.02589595,0.104929897,93.8261948,12.9053049299,4.62852178,0.0930507172,1.17743086,0.203540186
2.10561776536,93.9729222,3.04035716696,7.08767185,-0.306543995,0.651919736,0.0253566952,94.321891,6.15875525361,6.96256524,-0.264863564,1.00221339,0.0980900503,95.7021557,12.1953576815,5.85238517,0.00445249704,1.17435682,0.195415652
2.14898825019,95.8362808,2.88783334963,7.72022374,-0.411014456,0.632958148,0.0226745709,96.1138634,5.81393859549,7.82155412,-0.350272206,0.964742371,0.0883208924,97.1967275,11.2112247461,7.64598315,-0.0853339952,1.16186051,0.184469632
2.18495956541,97.3811159,2.76952661767,8.33758611,-0.503438105,0.618210823,0.0206608848,97.6116328,5.53674871888,8.63373294,-0.407606526,0.931620425,0.0804740931,98.4034162,10.1868833515,9.63256586,-0.149283146,1.14670976,0.174979144
2.21324212076,98.6452266,3.13894353959,8.08460214,-0.541728579,0.664078382,0.0271360634,98.9249719,5.99994178063,8.15481423,-0.38884838,0.985655443,0.0936153659,100.026605,11.3658782017,7.76720185,-0.0510078405,1.16423099,0.186145119
2.23360817717,99.6611408,4.28463434705,6.3639745,-0.507731522,0.792236527,0.0497917695,100.23294,8.01313905902,4.84710818,-0.268885882,1.12820744,0.143679965,102.455746,15.1201773934,1.08063353,0.203699667,1.19150944,0.227204989
